lat,lon,Surface Winds (knots),Currents (knots),Wave Height (meters)
-60,93,31.247384429221466,3.5974526850405337,8.17183055817016
-60,94,29.037588159054586,3.1942451762674997,9.728880647851593
-60,95,32.892287679095745,2.337546492152418,10.859846725464038
-60,96,30.553732813123933,3.2462217470598804,10.617097600694432
-60,97,30.831372922381725,4.1940166576912326,10.43270251323234
-60,98,29.078261806127458,3.5148532567284865,10.876248840822067
-60,99,30.15858944449854,2.6717918718440474,12.111982443238798
-60,100,33.88627027150656,2.2327526636804964,12.702387382966743
-60,101,38.57212582201829,3.128344031663797,11.828862508730829
-60,102,37.00378537148325,2.859207807021167,11.869862595399507
-60,103,39.47838303770957,2.615912595319198,10.945699503049092
-60,104,43.194919390605534,2.7276116874052967,10.390466714065983
-60,105,39.35734486711284,2.4631790184285633,11.094676067082212
-60,106,39.69968521394806,3.0503850512862494,12.203412289368266
-60,107,39.24709927182863,2.281328248171395,11.99920024140346
-60,108,40.37742499788202,1.5852075466460471,11.264495269710414
-60,109,37.542810593531335,2.1381447107994473,12.936228096724557
-60,110,37.50842031589555,1.1606666320233128,14.709388307095114
-60,111,40.41853923965493,1.5509349194607223,13.71492916930739
-60,112,36.92175940146626,1.6660138151290673,12.971352962627455
-60,113,35.02762673227107,2.4517391701952693,11.325030809246122
-60,114,34.34930354664207,3.3802853222968023,11.43525439168508
-60,115,30.68066190919555,3.7641273096411254,12.140730510094928
-60,116,26.710373119377554,4.086375551848631,11.569355449439566
-60,117,23.613604115091647,3.700491700074324,10.584389421418246
-60,118,20.55168645685762,2.711252158452351,12.099115843898797
-60,119,16.293802674441373,2.9945333406032164,10.700246567428376
-60,120,20.933945154071445,2.3310984276106135,11.037907396410574
-59,20,18.712284011042165,3.021041157766042,9.701521364559241
-59,21,22.517822115170077,3.9760732617617487,8.582560106947815
-59,22,19.16967748134553,4.540968703337694,10.214892013947374
-59,23,17.753975720676834,4.107194217265526,9.47523064020082
-59,24,17.94786441405101,3.3507262426552176,7.7726368691968
-59,25,19.43733968737353,3.4463485589445297,9.04157541553177
-59,26,17.440458392699973,3.9690545661303975,10.214950636510302
-59,27,14.864287498396752,4.494102866710875,9.27894574324661
-59,28,13.99143843007555,5.1627284437855305,10.933374753095789
-59,29,12.462944297750962,5.761178185965197,11.402960133285612
-59,30,7.648457305218224,5.812774517672802,12.331718840485987
-59,31,9.438984661155665,6.0,13.26960158242546
-59,32,8.029397657497093,6.0,13.568898005586249
-59,33,5.426345943115231,5.600456839933011,15.458212407741255
-59,34,1.014600904121954,6.0,15.586267505764852
-59,35,0.0,5.189091906704721,16.437919941004004
-59,36,2.772577191881613,4.469343890793328,16.27672166139887
-59,37,1.3798202863367743,4.319017358586608,16.06108938112339
-59,38,4.656246881800395,3.3679698446355797,17.611129403158564
-59,39,0.14645324966825424,2.689136348733495,16.218693769230587
-59,40,0.0,3.1742814256079765,15.248821574751755
-59,41,3.1900293082470697,3.680940125108142,14.75587983869277
-59,42,6.11856792967279,4.663236505682698,15.244743888241814
-59,43,1.5066674903913748,3.770996962958764,16.200533976875096
-59,44,0.7786403720311226,4.259577153343556,16.875001355780626
-59,45,0.42065413602045876,4.395579335579719,17.04079702885418
-59,46,1.5597704562977546,3.6126417457181295,15.106095133335735
-59,47,1.828399029350833,2.7006986283975394,14.775889145116892
-59,48,0.006319639837862212,2.016910183003877,16.55397764828205
-59,49,0.0,1.5494280498962945,18.437195028230608
-59,50,0.0,0.6840776409381639,20.0
-59,51,3.901823564672444,0.7270618630902801,18.20673369943554
-59,52,7.66886106359703,1.0558598509580526,18.280473267204645
-59,53,6.425269653806907,1.7205992125618148,16.315654795445482
-59,54,9.27012185232928,1.985970686768089,17.71026969707551
-59,55,14.224822009892536,1.0959490311857416,19.564305162926615
-59,56,18.132119301207595,1.2739420283548846,20.0
-59,57,19.419566155454262,1.9654455445646448,20.0
-59,58,22.60494492884635,1.529424737064957,18.418012958175986
-59,59,26.854951842269863,1.7229609566292912,18.216810594254753
-59,60,27.854494409946096,2.343278397225948,17.304741234019616
-59,61,28.41019531588239,2.5867548647371303,18.40501687094023
-59,62,31.058588491952598,2.6685864247596585,19.74063963605304
-59,63,35.49929990871678,1.6895024921977269,19.59295084417903
-59,64,36.46932343502301,0.7894181401018527,20.0
-59,65,40.63041312295492,0.01393307570371105,18.787449827236365
-59,66,36.86114410318503,0.5083451143755155,19.27402560653053
-59,67,35.40187920205492,0.34754963398792427,19.512727388643718
-59,68,34.99499599141594,0.4513916491904848,17.791672059173983
-59,69,34.498434766168224,0.8102335087664245,16.615620190602826
-59,70,38.23834748986285,1.3930926661594978,18.552953713477528
-59,71,39.4079406085322,0.5679295806677238,19.967381975461958
-59,72,38.7808931131668,0.24400854411250372,18.481638106984377
-59,73,37.0305383350378,0.9213239833134201,19.64866252808343
-59,74,33.955312888067986,0.9176498388866436,20.0
-59,75,33.12841038118869,0.04671454403928843,20.0
-59,76,30.839142127970632,0.0,20.0
-59,77,31.470656776465287,0.0,18.131809566904458
-59,78,34.982665578774956,0.6304650449257527,18.24395103579949
-59,79,30.929277043843133,0.0,20.0
-59,80,35.402375103267644,0.11692472204426729,19.62791006599753
-59,81,31.383486779132692,1.0226753291624582,17.86301155369142
-59,82,27.222709876050565,0.4383832434267747,16.04724981357984
-59,83,26.667541783163696,0.98391374335446,16.001188073723725
-59,84,29.214077113769942,1.3055366454693178,15.15353998310513
-59,85,26.12208757540978,2.131429939207889,13.534645011220974
-59,86,25.85051282577387,2.982974286784982,13.949390762828576
-59,87,21.39891842946508,1.9936412189245931,12.779232472785399
-59,88,25.370934316764952,1.1999660423937728,14.366365121307116
-59,89,28.05763887785434,0.8487004452406028,15.285256124743665
-59,90,23.316502088366,0.9227540967301255,16.076530822277647
-59,91,19.174917078317588,0.5204590774391422,17.989512537223998
-59,92,20.71567322349443,0.20957636227102672,18.611361900106896
-59,93,20.71446674943732,0.0,20.0
-59,94,22.307108248462647,0.0017761112942586976,19.856253888879312
-59,95,20.332619879209183,0.9126445924018762,20.0
-59,96,19.435152002498132,1.563391572358532,20.0
-59,97,14.959670060656288,1.0198142025375434,20.0
-59,98,15.712511770769808,1.5521038903051922,20.0
-59,99,18.039710200815673,1.8564216261670512,20.0
-59,100,18.748960978728654,2.4258822638274107,18.225000147305103
-59,101,15.913348931214209,2.41361345579083,16.343285113720512
-59,102,20.624798192011745,3.0959894944855506,16.811650180005337
-59,103,21.62184280839431,3.330582462875464,17.95894991948385
-59,104,20.962567737443827,2.713626213049377,18.160813222454205
-59,105,22.401124999811262,1.9320128706859254,17.630161435663766
-59,106,23.540030333501452,2.5927366891396266,17.12928439183116
-59,107,27.182266026866685,2.5811471666075647,15.410760364652692
-59,108,28.052737107721956,1.73414104839577,17.03663706712158
-59,109,30.646392323396142,2.07278115416551,16.269688273373205
-59,110,29.60147623805287,2.751619884391686,17.0128269760319
-59,111,26.749521869977837,2.346947555534736,17.17460344434782
-59,112,27.89545893286391,1.7531594285696233,18.337333556202868
-59,113,28.05765026645183,2.704811036332207,17.895899647239958
-59,114,25.761695798266025,1.8832809384285798,19.15672342633538
-59,115,27.33141590176264,2.1952419212775918,18.62554946900842
-59,116,30.498597272329036,2.558507964635843,18.945527704300364
-59,117,26.305675904005746,2.7219078656927564,20.0
-59,118,27.59924634975174,2.3324690470473604,18.71124710331376
-59,119,23.739085009810932,1.952179030510654,19.903913993392887
-59,120,24.502780864789315,2.8390809277993223,18.575664570876466
-58,20,27.5472297281663,2.529561992709484,19.218080101541364
-58,21,28.966839914110682,2.158074345770734,20.0
-58,22,30.511019926181017,1.1941427848899602,19.223825239330452
-58,23,31.50980869803929,0.6311611097211574,18.81730909331001
-58,24,28.314046268094902,1.5027914492448318,19.29152978294
-58,25,23.930974536776226,0.8227381035398338,18.86512851929981
-58,26,27.459299546243884,0.6709435971894941,17.540396958381056
-58,27,31.117650257346824,0.22643603441045057,19.297928713573143
-58,28,35.86711135548097,0.7755851859930627,19.29888505881125
-58,29,35.11801001800323,0.0,18.486555079478393
-58,30,37.6127410240865,0.43558608946849153,18.961676602023257
-58,31,37.38791723555343,0.25669382564192267,18.765495324847546
-58,32,33.53776539810963,0.9430868070422507,17.000725011235104
-58,33,38.420963927542665,1.607571809334236,16.047562705987094
-58,34,35.60652251407365,1.7478926687590037,17.244689703015414
-58,35,35.413025854988355,2.2798506043124407,17.201633652170063
-58,36,40.37140649994779,1.7837410938680567,17.438926705972218
-58,37,39.20634857713375,2.144995864127604,16.296804388856245
-58,38,41.82839830560331,2.238115394436483,15.15668980429626
-58,39,39.96911032166409,1.4678633751285262,16.98664502685607
-58,40,39.298601139082564,0.7697250891115528,15.710139673771373
-58,41,42.24535464346927,0.9919462982780685,16.960768598794527
-58,42,41.71508680961746,0.02204081301909877,15.750351802094738
-58,43,37.43643417933729,0.6031502734726031,14.521239880959602
-58,44,37.747008545626805,1.065208343455649,12.559475081811794
-58,45,34.06193108164045,1.906825518813965,11.107163047938172
-58,46,36.9414049777337,1.8632929018494688,12.127522732447911
-58,47,37.81226672958968,1.2621212918686746,13.279122767987559
-58,48,38.7149992127808,1.6977949589816486,15.157956311829151
-58,49,43.21624427797449,2.6041400509637818,15.575645477836904
-58,50,38.826851638601354,1.941387102199462,14.477650976070953
-58,51,34.23538038813895,1.2903133376257279,15.841314498510435
-58,52,36.88054310950084,1.9275693099753344,17.538817767755354
-58,53,33.02856844951232,1.3916629699952068,16.135040100371583
-58,54,31.932670740684937,1.0825956941564832,15.158955108296409
-58,55,29.48144850588833,0.44457743332109545,14.6278180974206
-58,56,34.24201101802895,0.6722072166243809,14.91790416771027
-58,57,35.756536736145236,0.0,14.8596796444333
-58,58,31.36278486408591,0.5003514975288816,15.200196272624153
-58,59,27.15212902521971,1.2894031106010833,14.662731977805636
-58,60,29.536699496231613,1.4992096466845546,14.821040487961842
-58,61,31.831260801151146,0.8951998215632084,12.867058984054978
-58,62,30.347177770937723,0.24414414638873572,13.500251120644315
-58,63,32.90726589645119,0.0,11.856159331892123
-58,64,37.46931357509793,0.0,13.087318905906503
-58,65,35.618173859046685,0.0,12.468013171900807
-58,66,31.57169245069667,0.02308642023972185,14.433867373354078
-58,67,31.021901369342693,0.0,14.236671212499619
-58,68,35.67345479615473,0.5937148443883828,14.938425349974576
-58,69,34.47572186091503,0.18591305026586546,13.544497444908753
-58,70,37.9425264758533,0.17896108935722932,12.817238340133386
-58,71,36.07495957275678,1.005559846126809,10.871330147375204
-58,72,35.72584626501277,0.2086356487842409,11.692926730814664
-58,73,38.00170075809331,0.5536408240356974,11.411672936634083
-58,74,40.56393997464228,1.2490213836440907,13.109331016856753
-58,75,35.895577931607804,1.4437828856098114,14.025384590998835
-58,76,31.80125812343526,1.0763941963660344,13.925519396725058
-58,77,35.823595582006746,1.0683309833812047,14.410191666259262
-58,78,32.68477587313305,1.2625044787156443,14.123591278964557
-58,79,29.916584635223657,1.8608148773562307,12.470291276833194
-58,80,33.03471896231481,1.7838805317532684,12.552815356035179
-58,81,31.549396374106518,0.8523507078272103,14.03603719764764
-58,82,35.477108715633165,1.1302432540257537,15.961065335322662
-58,83,31.511786866753795,0.556518487639249,14.657345713158286
-58,84,29.87982725810805,1.1950346419025968,14.575015436744554
-58,85,26.65538977460432,1.9385537455566686,16.458428157158707
-58,86,28.11485319614165,1.9528189490975743,18.428589204428683
-58,87,31.667021993237196,2.267460211229186,16.72483308423616
-58,88,27.231388055630912,2.286561591474561,17.909845549164206
-58,89,23.579824229101717,1.8838397944481666,18.765693122998115
-58,90,22.838449445768827,2.344660634855993,18.393155214160444
-58,91,19.59536337818677,2.045777451168089,18.238291803202937
-58,92,20.07466804275088,2.017475081025969,16.726230985265698
-58,93,22.293425511431774,2.7028305467598823,16.253288285077225
-58,94,18.488218775792824,2.2812650787817965,16.806321124165912
-58,95,17.40890773745172,2.2907858814500113,16.30613979527581
-58,96,21.812335499845425,3.072006424736074,17.620531334549852
-58,97,23.113891950809062,3.001198184972278,18.084423921377365
-58,98,22.041820566687484,3.57237570916622,16.88121339028857
-58,99,25.63784733366027,4.044457245978944,16.706041674224608
-58,100,27.56811286166373,3.330444165817429,18.2576924587296
-58,101,24.333726611509267,3.514016436407633,19.704663246220345
-58,102,23.055340283912678,3.334470615068245,19.622953858117153
-58,103,23.731588268764153,3.2853440233769584,18.864533423919788
-58,104,25.408428621629525,3.038626723450302,20.0
-58,105,25.396701417181188,3.0348983587355125,18.4178921239568
-58,106,28.40346668141702,2.229182459440086,18.251175190537186
-58,107,24.222055181708487,2.9044974812674456,20.0
-58,108,27.231639299979143,2.807655195643272,20.0
-58,109,28.443335980148035,2.0788058717732683,20.0
-58,110,23.52130527351796,1.1486398262467572,20.0
-58,111,19.297195168796456,0.8180852311118951,18.37455005430105
-58,112,15.741495819405355,0.5235450018157399,17.450101788977385
-58,113,16.789197780222104,0.8771765567357865,16.86842422946048
-58,114,16.242595793376115,0.7420414835126252,17.242606477134103
-58,115,18.243386350249395,1.0786813618516735,17.10957425607265
-58,116,14.302397082760567,1.9595713807331132,16.597968321167947
-58,117,18.98978241063442,2.424345864474102,14.86484177962658
-58,118,15.089369911180741,2.1605155412282233,16.688599965089427
-58,119,11.093856238746891,2.7350296594845975,14.897186771322067
-58,120,14.091076448649828,2.520782483246828,15.711015472512583
-57,20,9.915247996895763,1.79584383735776,13.787572251005031
-57,21,11.496505573685162,2.6443076351698034,12.530195701201098
-57,22,10.591640054989517,3.042084720138334,12.002196195861705
-57,23,13.137536327100932,3.9492206309930444,13.265863335764443
-57,24,9.625506282741888,4.4307273541225385,11.408076338654407
-57,25,6.219744900844912,3.974748299259105,11.040223649420593
-57,26,8.555961886751534,4.955627919018956,9.339941527727184
-57,27,4.496344318814896,5.699763374014135,7.6375521230681755
-57,28,3.3077935429070617,6.0,8.933559369172263
-57,29,3.1983362914816675,6.0,10.776754983182524
-57,30,0.41013052194993227,5.268399712810797,11.303186791379444
-57,31,4.503931799901716,6.0,10.945727223657858
-57,32,9.238627528495169,5.390165033408116,12.813256938776634
-57,33,9.898285866716442,5.422797456070984,12.64796982389549
-57,34,8.429343770914693,6.0,11.225260001596434
-57,35,10.494845000895602,6.0,10.84271651797499
-57,36,9.357598984975834,5.790443599264282,10.421307163378017
-57,37,5.023525130876369,6.0,12.127575589320575
-57,38,4.594115069642447,6.0,12.327718190448076
-57,39,1.469352389641469,6.0,11.579245108169106
-57,40,0.0,6.0,9.869826897372356
-57,41,0.0,6.0,9.204507353017974
-57,42,0.0,6.0,10.585699426161773
-57,43,0.0,6.0,11.535782455220444
-57,44,1.9416917851847604,6.0,10.41043544889834
-57,45,4.252887018531072,5.208545481396575,10.307740339928397
-57,46,6.596099529753604,5.829682624392673,10.765604552458335
-57,47,7.752458096610173,6.0,8.89656345722569
-57,48,7.1209984157810595,5.585542931584389,7.072684709719381
-57,49,10.542765963069478,5.807096493934843,8.91830618711837
-57,50,7.5707563250567205,6.0,9.175321631691439
-57,51,7.735620598987225,5.876305517744348,11.006731645921114
-57,52,4.901129823855982,4.920891769192669,12.223974593508544
-57,53,8.163569458428903,4.104970268408772,10.374565755577855
-57,54,3.725426523549496,4.44063988873954,10.399034786266432
-57,55,3.911745102230217,4.73154589433244,10.567227738277174
-57,56,6.105241495966574,4.881153394683278,11.991335960076473
-57,57,8.169657884889709,4.777929287532779,11.074540296667276
-57,58,10.381043278154461,3.8700107816238636,10.542795913250036
-57,59,11.044557118903247,3.331559697984781,8.596369931753854
-57,60,9.248855736694148,3.239754470719734,9.313149008332477
-57,61,5.794327661915608,2.9537897038179093,8.523230093803422
-57,62,4.408464747832177,3.1204996843406283,8.175874175882793
-57,63,0.0,3.6742958787304763,9.195440306829875
-57,64,1.353440856331197,2.8781347483231023,9.916027963572745
-57,65,1.180778231793993,3.7186674171618606,10.047971352203891
-57,66,1.5452955676864137,4.59618372677197,10.329179798078332
-57,67,4.607452105916214,4.828483131330162,11.6220556050791
-57,68,2.2684879562698406,5.062114196825159,12.418817795213576
-57,69,2.4439661512205806,5.7134112165036965,10.793477297285921
-57,70,3.6985657598772184,5.5289468043366226,11.982434431165125
-57,71,2.0273205739474434,4.939557280796787,12.947498532360148
-57,72,4.086624037182975,5.055627691027578,11.895843325488292
-57,73,1.1555139678188207,4.908288649700516,11.2007183467304
-57,74,5.704927889453425,4.359222831772724,12.920054045881901
-57,75,8.895766101736655,5.0306122685506365,11.440261595601303
-57,76,9.234377043792385,4.133205208137394,12.257801346078583
-57,77,4.321381342658529,3.596338302305595,13.005892120484397
-57,78,8.12702433249638,3.873349189614955,14.38963353158147
-57,79,10.362546342597138,3.996265078625964,12.835504004389117
-57,80,13.616640636279024,3.208413202223757,12.636052517060245
-57,81,13.857454490915188,3.8210929085114302,14.330102456110303
-57,82,15.796456397853238,3.0858458925641754,13.308988735090512
-57,83,16.145003093952212,2.530134770833901,13.318045672238398
-57,84,15.097645942148654,1.9466456441115987,13.203075310081553
-57,85,10.773030591832747,1.9790455972329282,13.411409921560072
-57,86,8.743790789169719,2.5214946820315816,11.744884218783888
-57,87,6.903682018640305,3.027174019545498,11.135381821728473
-57,88,7.518863844697934,3.6270671945372643,11.67745230657996
-57,89,11.347709678201614,2.7354100431752113,10.206044975628206
-57,90,15.720216398246112,2.2082336196500165,9.498938999818117
-57,91,15.422938677937303,3.0758752281443096,8.040675520794387
-57,92,12.447296618418125,2.5072480102257457,6.046003036873129
-57,93,9.576453014964228,2.8962472553983623,4.753888836570172
-57,94,4.765928245091562,2.0076609824239338,3.673190621267969
-57,95,2.0613441172973035,1.8812720373739864,2.573582662445581
-57,96,4.987097828329394,2.1544253407895795,1.6169866850965167
-57,97,7.2380434579882245,2.884859375414563,1.2895681328948343
-57,98,5.982554271272745,2.656337007701895,0.5
-57,99,6.964660267438229,2.165424821500477,1.6699104403222917
-57,100,6.150362226786082,2.246845860797168,0.8376152229072629
-57,101,9.372349543040428,1.5500290245404789,0.5
-57,102,10.117950624505411,0.829076549574413,2.214208088946509
-57,103,6.066360421877977,0.40501589308325525,1.1565774815912038
-57,104,8.131011079286756,0.4719637077820382,2.7920292485064206
-57,105,6.463634723391719,1.4592479543395687,4.217190638394997
-57,106,10.557344137393189,0.689898815396994,4.725875612964341
-57,107,10.453482624051611,1.1429900751208506,4.315124298710555
-57,108,9.092272242156046,1.176634665078643,2.6107492669693295
-57,109,6.386603965178164,1.1046188998274367,4.570912471503852
-57,110,8.83658751952052,1.1861463807830432,3.3297119639472816
-57,111,6.839620380440057,0.591797080631393,3.912684158609151
-57,112,7.769465380494574,0.9604781203015675,5.136420309383655
-57,113,7.304585537559708,0.6159907333080055,6.36039368747123
-57,114,10.149656424222377,0.884887015075303,6.888124063554861
-57,115,11.30428969847904,0.3905786882051703,8.701071885465346
-57,116,14.295912411419781,1.34241243238625,9.23694012856245
-57,117,10.847355436739878,1.5647450656456856,11.192873772866623
-57,118,10.802286399797634,0.6274611258160745,10.136938192362441
-57,119,14.760603363416324,1.4787886135824175,9.814761487398068
-57,120,16.338925260421714,1.1001297886593164,8.881189873918398
-56,20,14.707351064112117,0.36253169396533624,7.3166792055740695
-56,21,14.628065463828824,0.0,6.108227442167189
-56,22,11.291783880800331,0.15927563165993108,5.201615514212984
-56,23,14.433127492341157,0.0,4.314274200580302
-56,24,15.323133357555145,0.0,3.5560517015742032
-56,25,17.800981884408877,0.0,4.0767558752000745
-56,26,19.82735103448983,0.521738980550372,5.691514354685206
-56,27,19.953751502206558,0.5269236579559877,7.094530227076477
-56,28,22.20395759756669,1.2196775278600132,6.660057992051766
-56,29,24.121749346231567,1.673421450289864,5.4269592282622465
-56,30,20.94783864337939,1.495724333021237,3.8898631866340883
-56,31,24.20419609174595,0.7053144703023968,3.0696384776107335
-56,32,23.791975758630628,0.9422983689573223,4.40395026838948
-56,33,20.074418461484747,0.8095313243863134,4.199253769385665
-56,34,15.22226688090102,1.5756141877202625,3.12164794456506
-56,35,13.740063982865388,2.1602272932469626,1.2929412077452227
-56,36,16.464964912571965,1.369186293527168,1.8970081224940376
-56,37,15.221509049783801,2.309614828528429,1.9927031237145307
-56,38,12.446558028729733,1.9954417119852514,1.5705051481867933
-56,39,13.146736928311995,2.1190074626044577,1.9728643210797885
-56,40,9.112946551456734,2.0846610590577104,0.5
-56,41,8.952776171463166,1.449881314799593,0.5
-56,42,12.878743200346332,0.8766218793054725,1.6601273463512771
-56,43,15.836154868462131,0.679633722677573,2.0692608995083113
-56,44,16.419297581845836,0.0,1.4377733847580711
-56,45,16.023242651154938,0.2148889365541231,2.3163149882810474
-56,46,19.410092945255368,0.0,3.4570416405346016
-56,47,18.952011347167613,0.87386544406506,3.8552938083826302
-56,48,22.00500754755474,0.5348045271734865,4.544764700670889
-56,49,24.101983600870728,0.5218161242538479,4.089947823142575
-56,50,22.729016559623823,0.0,4.379090538237357
-56,51,20.214341058365587,0.8907776561080285,3.216189135127102
-56,52,21.98572656859083,0.5225440950952058,2.362542088018484
-56,53,26.86766113263513,0.27348054662237065,0.8713226672116225
-56,54,24.543333204646448,0.0,0.5
-56,55,19.937262186289,0.0,0.5
-56,56,20.30128201547535,0.0,0.5
-56,57,15.887959785932637,0.0,2.1667776785290918
-56,58,11.828895380228403,0.47156785151966907,2.564043685498868
-56,59,14.594377984763387,1.2548870406083223,0.943276892278115
-56,60,15.769671368501422,1.3909559711996322,2.7294969407165066
-56,61,15.093343677032298,2.245615819532807,2.372290214138721
-56,62,14.754042574845112,1.2694000753124477,0.8813971387670549
-56,63,18.25782145526031,0.6224645691464163,1.139339768995769
-56,64,23.237971474169747,0.05463800205470948,1.116366538293415
-56,65,26.609398831740865,0.2367889375988379,2.9932200648326246
-56,66,27.596264526624704,0.45823285694208704,4.587708401593092
-56,67,30.484506735098044,0.9909573018922959,3.1003638664802593
-56,68,31.319192441553767,0.1444848037095925,1.6273745741858225
-56,69,35.03182314736961,0.2260560705396737,3.176319160255122
-56,70,32.05623491304923,0.8754162760861068,1.1975201555785508
-56,71,36.0975721552457,0.5380033479902022,0.5
-56,72,36.35245094225552,1.427654564942708,1.2174092362938387
-56,73,40.05559172738348,0.7447931867869806,0.5
-56,74,42.50643547592987,1.437648892118689,1.2580554710160938
-56,75,37.519094520245844,1.4046702756779208,0.5134846659068195
-56,76,34.597408012922884,0.9556475394362962,2.118809528146853
-56,77,38.08146299768434,1.1645820328514587,3.3868009194669133
-56,78,42.0526886375369,0.5307787854874624,1.3876889143842126
-56,79,43.162564184139974,0.0,1.4228426939201047
-56,80,46.8678623978289,0.7119249188882286,1.894498481523077
-56,81,44.808735976381,1.3963571787626297,2.719488379174374
-56,82,48.91925977027103,0.4604428893584118,1.3673377777036637
-56,83,47.672407777451205,0.09271189279594383,3.3150201345641226
-56,84,45.59675601951525,0.9640837933946917,1.5084009341551625
-56,85,41.04308119804355,0.7135264512565005,3.3090663303158463
-56,86,42.94607590593482,1.0714641527900426,1.5618161192327062
-56,87,46.086656772435035,1.4692124871643215,3.489143500843675
-56,88,47.851414968415625,0.7036109360081342,5.464842876274874
-56,89,47.54606114293087,1.2197461910217573,6.568066881784598
-56,90,45.49656523433884,1.568470763458971,5.004424446747633
-56,91,41.8692411649695,2.077018038898731,6.774551551252637
-56,92,45.297681762954795,2.3479473416190304,4.895735347876926
-56,93,47.12839128747275,2.752031525534348,4.11498480827999
-56,94,44.37324405447835,2.942777409295294,5.722784887347565
-56,95,42.05848043776585,2.438063489514697,6.252228560052804
-56,96,42.94234640999239,3.124311647534681,7.292634648095416
-56,97,38.73098890166382,3.600125009376476,5.495626556324261
